code|name|active
10151813|Semillas o plántulas de sacha inchi|TRUE
10151814|Semillas o plántulas de achiote|TRUE
10151815|Semillas o plántulas de kudzu|TRUE
10151816|Semillas o plántulas de albahaca|TRUE
10151817|Semillas o plántulas de anís|TRUE
10151900|Semillas, bulbos, plántulas y esquejes de flores|FALSE
10151901|Semillas, bulbos, plántulas o esquejes de tulipán|TRUE
10151902|Semillas, plántulas o esquejes de rosa|TRUE
10151903|Semillas, bulbos, plántulas o esquejes de narciso|TRUE
10151904|Semillas de girasol|TRUE
10151905|Bulbos o tallos de jacinto|TRUE
10151906|Bulbos de lirio|TRUE
10151907|Semillas o plántulas de veza|TRUE
10152000|Semillas y esquejes de árboles y arbustos|FALSE
10152001|Semillas o esquejes de árboles frutales|TRUE
10152002|Semillas o esquejes de coníferas|TRUE
10152003|Semillas o esquejes de árboles de frutos secos|TRUE
10152004|Plántulas de latifoliados|TRUE
10152005|Plántulas de coníferas|TRUE
10152006|Semillas o yemas de pino|TRUE
10152007|Semillas o yemas de algarrobo|TRUE
10152100|Residuos que no sean de piensos|FALSE
10152101|Extracción de los residuos de semilla de babool|TRUE
10152102|Residuos de semilla de colza|TRUE
10152103|Residuo de semillas de linaza|TRUE
10152104|Torta de neem|TRUE
10152200|Semillas de cultivos fibrosos y semilleros|FALSE
10152201|Semillas o plántulas de algodón|TRUE
10152202|Semillas o plántulas de lino|TRUE
10152300|Plántulas y semillas de leguminosas|FALSE
10152400|Plántulas y semillas de tubérculos|FALSE
10161500|Árboles y arbustos|FALSE
10161501|Aceitunos|TRUE
10161502|Cafetos|TRUE
10161503|Cacaoteros|TRUE
10161504|Manzanos|TRUE
10161505|Peros|TRUE
10161506|Naranjos|TRUE
10161507|Rododendros|TRUE
10161508|Plantas de te|TRUE
10161509|Coníferas|TRUE
10161510|Abetos rojos (píceas)|TRUE
10161511|Pinos|TRUE
10161512|Abetos|TRUE
10161513|Palmeras|TRUE
10161514|Casuarina|TRUE
10161515|Ciprés|TRUE
10161516|Eucalipto|TRUE
10161517|Árbol de quinua|TRUE
10161518|Magnolio|TRUE
10161519|Mioporo|TRUE
10161520|Acalifa|TRUE
10161521|Tecomaria capensis o madreselva del cabo|TRUE
10161522|Arbusto croton bolaina|TRUE
10161523|Abutillón|TRUE
10161524|Ficus|TRUE
10161525|Lúcumo|TRUE
10161526|Aguacatal|TRUE
10161527|Guanábano|TRUE
10161528|Carambolo|TRUE
10161529|Ciruelo|TRUE
10161530|Árbol de quince|TRUE
10161600|Plantas florales|FALSE
10161602|Poinsettias|TRUE
10161604|Azaleas|TRUE
10161605|Cactos|TRUE
10161606|Ageratum púrpura|TRUE
10161800|Plantas sin flor|FALSE
10161801|Helechos|TRUE
10161802|Hiedras|TRUE
10161803|Filodendros|TRUE
10161804|Líquenes|TRUE
10161805|Vides|TRUE
10161900|Productos florales secos|FALSE
10161901|Vainas secas|TRUE
10161902|Follaje seco|TRUE
10161903|Helechos secos|TRUE
10161905|Ramas y tallos secos|TRUE
10161906|Penachos de gramíneas secos|TRUE
10161907|Flores secas prensadas|TRUE
10161908|Pétalos secos|TRUE
10171500|Abonos orgánicos y nutrientes para plantas|FALSE
10171501|Estiércol o guano|TRUE
10171502|Hormonas para plantas|TRUE
10171503|Harina de pescado|TRUE
10171504|Abono|TRUE
10171505|Nutriente foliar|TRUE
10171506|Humus|TRUE
10171600|Abonos químicos y nutrientes para plantas|FALSE
10171601|Fertilizante nitrogenado|TRUE
10171602|Fertilizante de potasio|TRUE
10171603|Fertilizante de fósforo|TRUE
10171604|Fertilizante de sulfuro|TRUE
10171605|Mezclas de nitrógeno – fósforo – potasio – npk|TRUE
10171606|Fertilizarte de sílice puro|TRUE
10171607|Fertilizante con magnesio|TRUE
10171608|Fertilizante micro elemento|TRUE
10171609|Fertilizante fosfato de sílice|TRUE
10171610|Fertilizante potasio de sílice|TRUE
10171611|Fertilizante de calcio|TRUE
10171700|Herbicidas|FALSE
10171701|Matamalezas|TRUE
10171702|Fungicidas|TRUE
10171800|Acondicionadores de suelos|FALSE
10171801|Acondicionador orgánico de suelos|TRUE
10171802|Acondicionador inorgánico de suelos|TRUE
10191500|Pesticidas o repelentes de plagas|FALSE
10191506|Mata – roedores|TRUE
10191507|Repelentes de aves|TRUE
10191508|Protectores contra termitas|TRUE
10191509|Insecticidas|TRUE
10191510|Abamectina|TRUE
10191511|Fipronil|TRUE
10191700|Dispositivos para control de plagas|FALSE
10191701|Trampas para control animal|TRUE
10191703|Trampas para el control de insectos voladores|TRUE
10191704|Matamoscas|TRUE
10191705|Lazos|TRUE
10191706|Cepos|TRUE
10191707|Repelente ultrasónico de pestes|TRUE
10201500|Rosales vivos azules o lavanda o púrpura|FALSE
10201501|Rosal vivo allure o sterling 95|TRUE
10201502|Rosal vivo amnesia|TRUE
10201503|Rosal vivo augusta louise|TRUE
10201504|Rosal vivo avant garde|TRUE
10201505|Rosal vivo blue bird|TRUE
10201506|Rosal vivo curiosa|TRUE
10201507|Rosal vivo cool water|TRUE
10201508|Rosal vivo delilah|TRUE
10201509|Rosal vivo double party|TRUE
10201510|Rosal vivo faith|TRUE
10201511|Rosal vivo mami blue o mammy blue|TRUE
10201512|Rosal vivo marítimo|TRUE
10201513|Rosal vivo milano|TRUE
10201514|Rosal vivo mistery|TRUE
10201515|Rosal vivo ocean song o boyfriend|TRUE
10201516|Rosal vivo cezanne púrpura|TRUE
10201517|Rosal vivo purple fragrance|TRUE
10201518|Rosal vivo sanaa|TRUE
10201519|Rosal vivo silverstone|TRUE
10201520|Rosal vivo soulmate|TRUE
10201521|Rosal vivo stranger|TRUE
10201522|Rosal vivo tinted blue|TRUE
10201523|Rosal vivo two faces|TRUE
10201600|Rosales vivos chocolate o marrón|FALSE
10201601|Rosal vivo black lava|TRUE
10201602|Rosal vivo cimarron|TRUE
10201603|Rosal vivo coffee break|TRUE
10201604|Rosal vivo estelle|TRUE
10201605|Rosal vivo gypsy leonidas|TRUE
10201606|Rosal vivo leonidas|TRUE
10201607|Rosal vivo matilda|TRUE
10201608|Rosal vivo sunny leonidas|TRUE
10201609|Rosal vivo terra nostra|TRUE
10201610|Rosal vivo terracotta|TRUE
10201700|Rosales vivos crema|FALSE
10201701|Rosal vivo advenire|TRUE
10201702|Rosal vivo alex|TRUE
10201703|Rosal vivo antique brass|TRUE
10201704|Rosal vivo aubade|TRUE
10201705|Rosal vivo beach|TRUE
10201706|Rosal vivo belle pearl|TRUE
10201707|Rosal vivo blush de los andes|TRUE
10201708|Rosal vivo camel|TRUE
10201709|Rosal vivo caramel antike o caramel antique|TRUE
10201710|Rosal vivo champagne|TRUE
10201711|Rosal vivo clear ocean|TRUE
10201712|Rosal vivo combo|TRUE
10201713|Rosal vivo creme de la creme|TRUE
10201714|Rosal vivo emanuella|TRUE
10201715|Rosal vivo evolution|TRUE
10201716|Rosal vivo fedora|TRUE
10201717|Rosal vivo fenice|TRUE
10201718|Rosal vivo french vanilla|TRUE
10201719|Rosal vivo hollywood|TRUE
10201720|Rosal vivo ilios|TRUE
10201721|Rosal vivo jelena|TRUE
10201722|Rosal vivo kameleon|TRUE
10201723|Rosal vivo kentucky|TRUE
10201724|Rosal vivo kings pride|TRUE
10201725|Rosal vivo latin fusion|TRUE
10201726|Rosal vivo lemon dream|TRUE
10201727|Rosal vivo magic moka|TRUE
10201728|Rosal vivo mamamia|TRUE
10201729|Rosal vivo message|TRUE
10201730|Rosal vivo muneca o munieca|TRUE
10201731|Rosal vivo parfum de rosas|TRUE
10201732|Rosal vivo porcelina|TRUE
10201733|Rosal vivo privilege|TRUE
10201734|Rosal vivo quicksand|TRUE
10201735|Rosal vivo rollercoaster|TRUE
10201736|Rosal vivo romantic curiosa|TRUE
10201737|Rosal vivo safari|TRUE
10201738|Rosal vivo sahara|TRUE
10201739|Rosal vivo sandy femma|TRUE
10201740|Rosal vivo talea|TRUE
10201741|Rosal vivo timeless|TRUE
10201742|Rosal vivo transition|TRUE
10201743|Rosal vivo trump|TRUE
10201744|Rosal vivo twin|TRUE
10201745|Rosal vivo vendela|TRUE
10201746|Rosal vivo virginia|TRUE
10201800|Rosales vivos verdes o lima|FALSE
10201801|Rosal vivo amandine|TRUE
10201802|Rosal vivo caipirinha|TRUE
10201803|Rosal vivo green fashion|TRUE
10201804|Rosal vivo green tea|TRUE
10201805|Rosal vivo jade|TRUE
10201806|Rosal vivo limbo|TRUE
10201807|Rosal vivo limena o limenia|TRUE
10201808|Rosal vivo limona|TRUE
10201809|Rosal vivo old dutch|TRUE
10201810|Rosal vivo super green|TRUE
10201811|Rosal vivo sweet green|TRUE
10201812|Rosal vivo viva|TRUE
10201813|Rosal vivo zazu|TRUE
10201900|Rosales vivos rosado claro|FALSE
10201901|Rosal vivo anna|TRUE
10201902|Rosal vivo bella vita|TRUE
10201903|Rosal vivo bridal dream|TRUE
10201904|Rosal vivo candy bianca|TRUE
10201905|Rosal vivo caress|TRUE
10201906|Rosal vivo carolina|TRUE
10201907|Rosal vivo climax|TRUE
10201908|Rosal vivo danny|TRUE
10201909|Rosal vivo dolce vita|TRUE
10201910|Rosal vivo elite|TRUE
10201911|Rosal vivo emma|TRUE
10201912|Rosal vivo engagement|TRUE
10201913|Rosal vivo esther|TRUE
10201914|Rosal vivo excalibur|TRUE
10201915|Rosal vivo exciting|TRUE
10201916|Rosal vivo first lady|TRUE
10201917|Rosal vivo geraldine|TRUE
10201918|Rosal vivo gotcha|TRUE
10201919|Rosal vivo harmonie|TRUE
10201920|Rosal vivo heaven|TRUE
10201921|Rosal vivo high and elegant|TRUE
10201922|Rosal vivo katherine|TRUE
10201923|Rosal vivo king kong|TRUE
10201924|Rosal vivo livia|TRUE
10201925|Rosal vivo lorena|TRUE
10201926|Rosal vivo lovely|TRUE
10201927|Rosal vivo maaike|TRUE
10201928|Rosal vivo marilyn|TRUE
10201929|Rosal vivo marlise|TRUE
10201930|Rosal vivo miranda o ausimmon|TRUE
10201931|Rosal vivo mona lisa|TRUE
10201932|Rosal vivo nirvana|TRUE
10201933|Rosal vivo o hara|TRUE
10201934|Rosal vivo ole|TRUE
10201935|Rosal vivo olga|TRUE
10201936|Rosal vivo pacífica|TRUE
10201937|Rosal vivo party mix|TRUE
10201938|Rosal vivo peckoubo o pekcoubo|TRUE
10201939|Rosal vivo phoebe o ausnotice|TRUE
10201940|Rosal vivo pink farfalla|TRUE
10201941|Rosal vivo pink finess|TRUE
10201942|Rosal vivo pink magic|TRUE
10201943|Rosal vivo pink osiana|TRUE
10201944|Rosal vivo pretty woman|TRUE
10201945|Rosal vivo romance|TRUE
10201946|Rosal vivo romantic antike o antique|TRUE
10201947|Rosal vivo rosalind o astew|TRUE
10201948|Rosal vivo rosita vendela|TRUE
10201949|Rosal vivo secret garden|TRUE
10201950|Rosal vivo solaire|TRUE
10201951|Rosal vivo sophie|TRUE
10201952|Rosal vivo sweet akito|TRUE
10201953|Rosal vivo sweet avalanche|TRUE
10201954|Rosal vivo sweet elegance|TRUE
10201955|Rosal vivo sweet pink|TRUE
10201956|Rosal vivo titanic|TRUE
10201957|Rosal vivo toscanini|TRUE
10201958|Rosal vivo vania|TRUE
10201959|Rosal vivo vanity|TRUE
10201960|Rosal vivo vision|TRUE
10201961|Rosal vivo vivaldi|TRUE
10201962|Rosal vivo whisper|TRUE
10202000|Rosales vivos multicolor rosados|FALSE
10202001|Rosal vivo attracta|TRUE
10202002|Rosal vivo boheme|TRUE
10202003|Rosal vivo carousel|TRUE
10202004|Rosal vivo cezanne|TRUE
10202005|Rosal vivo crazy one|TRUE
10202006|Rosal vivo dance valley|TRUE
10202007|Rosal vivo duett|TRUE
10202008|Rosal vivo esperance|TRUE
10202009|Rosal vivo fiesta|TRUE
10202010|Rosal vivo halloween|TRUE
10202011|Rosal vivo highlander|TRUE
10202012|Rosal vivo hot ambiance|TRUE
10202013|Rosal vivo la belle|TRUE
10202014|Rosal vivo laguna|TRUE
10202015|Rosal vivo latin ambiance|TRUE
10202016|Rosal vivo latin breeze|TRUE
10202017|Rosal vivo long arifa|TRUE
10202018|Rosal vivo murano|TRUE
10202019|Rosal vivo n-joy rose|TRUE
10202020|Rosal vivo panama|TRUE
10202021|Rosal vivo peppermint|TRUE
10202022|Rosal vivo pijama party|TRUE
10202023|Rosal vivo portofino|TRUE
10202024|Rosal vivo priceless|TRUE
10202025|Rosal vivo queen amazon|TRUE
10202026|Rosal vivo ranuncula|TRUE
10202027|Rosal vivo rossini|TRUE
10202028|Rosal vivo sabina o sabrina|TRUE
10202029|Rosal vivo scandal|TRUE
10202030|Rosal vivo silvery pink|TRUE
10202031|Rosal vivo something else|TRUE
10202032|Rosal vivo soutine|TRUE
10202033|Rosal vivo sovereign|TRUE
10202034|Rosal vivo super disco|TRUE
10202035|Rosal vivo ts 1968|TRUE
10202036|Rosal vivo variance|TRUE
10202037|Rosal vivo verdi|TRUE
10202100|Rosales vivos anaranjados|FALSE
10202101|Rosal vivo alhambra|TRUE
10202102|Rosal vivo aloha|TRUE
10202103|Rosal vivo amber|TRUE
10202104|Rosal vivo apache|TRUE
10202105|Rosal vivo arabia|TRUE
10202106|Rosal vivo bengala|TRUE
10202107|Rosal vivo bibi|TRUE
10202108|Rosal vivo caramba|TRUE
10202109|Rosal vivo caramella|TRUE
10202110|Rosal vivo carla|TRUE
10202111|Rosal vivo cartagena|TRUE
10202112|Rosal vivo chanson|TRUE
10202113|Rosal vivo charmer|TRUE
10202114|Rosal vivo cherry brandy|TRUE
10202115|Rosal vivo chilis|TRUE
10202116|Rosal vivo cinnamon|TRUE
10202117|Rosal vivo colandro|TRUE
10202118|Rosal vivo coral sea|TRUE
10202119|Rosal vivo corvette o red corvette|TRUE
10202120|Rosal vivo dark milva|TRUE
10202121|Rosal vivo donna|TRUE
10202122|Rosal vivo dreamer|TRUE
10202123|Rosal vivo el dorado|TRUE
10202124|Rosal vivo el toro|TRUE
10202125|Rosal vivo elena|TRUE
10202126|Rosal vivo ensueño|TRUE
10202127|Rosal vivo euforia|TRUE
10202128|Rosal vivo exótica|TRUE
10202129|Rosal vivo fancy amazon|TRUE
10202130|Rosal vivo fiction|TRUE
10202131|Rosal vivo finess|TRUE
10202132|Rosal vivo flameco|TRUE
10202133|Rosal vivo free spirit|TRUE
10202134|Rosal vivo gelato|TRUE
10202135|Rosal vivo gypsy curiosa|TRUE
10202136|Rosal vivo high and magic|TRUE
10202137|Rosal vivo high and orange magic|TRUE
10202138|Rosal vivo iguana o alegra|TRUE
10202139|Rosal vivo impulse|TRUE
10202140|Rosal vivo indian femma|TRUE
10202141|Rosal vivo indian sunset|TRUE
10202142|Rosal vivo karusso|TRUE
10202143|Rosal vivo kerio|TRUE
10202144|Rosal vivo kiki|TRUE
10202145|Rosal vivo latin circus|TRUE
10202146|Rosal vivo leonisa|TRUE
10202147|Rosal vivo lipstick|TRUE
10202148|Rosal vivo lobita|TRUE
10202149|Rosal vivo luca|TRUE
10202150|Rosal vivo manitou|TRUE
10202151|Rosal vivo mariana|TRUE
10202152|Rosal vivo marjan o pk sensation|TRUE
10202153|Rosal vivo milonga|TRUE
10202154|Rosal vivo milva|TRUE
10202155|Rosal vivo miracle|TRUE
10202156|Rosal vivo mirage|TRUE
10202157|Rosal vivo monte carlo|TRUE
10202158|Rosal vivo movie star|TRUE
10202159|Rosal vivo nikita|TRUE
10202160|Rosal vivo orange flame|TRUE
10202161|Rosal vivo orange france|TRUE
10202162|Rosal vivo orange intuition|TRUE
10202163|Rosal vivo orange unique|TRUE
10202164|Rosal vivo orangine u orangina|TRUE
10202165|Rosal vivo papaya|TRUE
10202166|Rosal vivo pareo|TRUE
10202167|Rosal vivo peach sherbet|TRUE
10202168|Rosal vivo queensday|TRUE
10202169|Rosal vivo rosselle|TRUE
10202170|Rosal vivo royal circus|TRUE
10202171|Rosal vivo sari|TRUE
10202172|Rosal vivo sensual|TRUE
10202173|Rosal vivo soap|TRUE
10202174|Rosal vivo sombrero|TRUE
10202175|Rosal vivo spicy|TRUE
10202176|Rosal vivo star 2000|TRUE
10202177|Rosal vivo summer versilia|TRUE
10202178|Rosal vivo trixx|TRUE
10202179|Rosal vivo tropical amazon|TRUE
10202180|Rosal vivo utopia|TRUE
10202181|Rosal vivo valentine|TRUE
10202182|Rosal vivo verano|TRUE
10202183|Rosal vivo versilia|TRUE
10202184|Rosal vivo voodoo|TRUE
10202185|Rosal vivo wow|TRUE
10202186|Rosal vivo yabadabadoo|TRUE
10202200|Rosales vivos durazno|FALSE
10202201|Rosal vivo alejandra|TRUE
10202202|Rosal vivo azafran|TRUE
10202203|Rosal vivo big fun|TRUE
10202204|Rosal vivo cabaret|TRUE
10202205|Rosal vivo capuccino|TRUE
10202206|Rosal vivo carpe diem|TRUE
10202207|Rosal vivo cosima|TRUE
10202208|Rosal vivo cumbia|TRUE
10202209|Rosal vivo dream|TRUE
10202210|Rosal vivo epoca|TRUE
10202211|Rosal vivo fado|TRUE
10202212|Rosal vivo femma|TRUE
10202213|Rosal vivo guajira|TRUE
10202214|Rosal vivo high and arena|TRUE
10202215|Rosal vivo high and dandy|TRUE
10202216|Rosal vivo high and lucky|TRUE
10202217|Rosal vivo high and peach|TRUE
10202218|Rosal vivo imagination|TRUE
10202219|Rosal vivo isis|TRUE
10202220|Rosal vivo joy o light versilia|TRUE
10202221|Rosal vivo juliet ausjameson|TRUE
10202222|Rosal vivo la parisienne|TRUE
10202223|Rosal vivo la perla|TRUE
10202224|Rosal vivo lovita sunblaze|TRUE
10202225|Rosal vivo malilena o marilena|TRUE
10202226|Rosal vivo monyna|TRUE
10202227|Rosal vivo nectarine|TRUE
10202228|Rosal vivo oriental curiosa|TRUE
10202229|Rosal vivo osiana|TRUE
10202230|Rosal vivo peach avalanche|TRUE
10202231|Rosal vivo peach deja vu|TRUE
10202232|Rosal vivo picanto|TRUE
10202233|Rosal vivo prima donna|TRUE
10202234|Rosal vivo sheril|TRUE
10202235|Rosal vivo sirocco|TRUE
10202236|Rosal vivo tamara|TRUE
10202237|Rosal vivo taxo|TRUE
10202238|Rosal vivo trust|TRUE
10202239|Rosal vivo valencia|TRUE
10202240|Rosal vivo vinci|TRUE
10202241|Rosal vivo wanda|TRUE
10202300|Rosales vivos rosados|FALSE
10202301|Rosal vivo aerobic|TRUE
10202302|Rosal vivo after party|TRUE
10202303|Rosal vivo amsterdam|TRUE
10202304|Rosal vivo aqua rose|TRUE
10202305|Rosal vivo attache|TRUE
10202306|Rosal vivo attitude|TRUE
10202307|Rosal vivo ballet|TRUE
10202308|Rosal vivo belami|TRUE
10202309|Rosal vivo bella voo o belle vue|TRUE
10202310|Rosal vivo bling bling|TRUE
10202311|Rosal vivo blushing akito|TRUE
10202312|Rosal vivo brooke|TRUE
10202313|Rosal vivo bugatti|TRUE
10202314|Rosal vivo cadillac|TRUE
10202315|Rosal vivo carnaval|TRUE
10202316|Rosal vivo cereza|TRUE
10202317|Rosal vivo charming unique|TRUE
10202318|Rosal vivo cherry o|TRUE
10202319|Rosal vivo ciciolina|TRUE
10202320|Rosal vivo classic cezanne|TRUE
10202321|Rosal vivo clasic duett|TRUE
10202322|Rosal vivo cosmiq|TRUE
10202323|Rosal vivo dark engagement|TRUE
10202324|Rosal vivo daytona|TRUE
10202325|Rosal vivo dekora|TRUE
10202326|Rosal vivo dolores|TRUE
10202327|Rosal vivo eliza|TRUE
10202328|Rosal vivo flash baccara|TRUE
10202329|Rosal vivo full house|TRUE
10202330|Rosal vivo funky|TRUE
10202331|Rosal vivo giliane|TRUE
10202332|Rosal vivo gran europe|TRUE
10202333|Rosal vivo habari|TRUE
10202334|Rosal vivo hanseat|TRUE
10202335|Rosal vivo high and amazing|TRUE
10202336|Rosal vivo high and bonita|TRUE
10202337|Rosal vivo high and booming|TRUE
10202338|Rosal vivo high and fantasy|TRUE
10202339|Rosal vivo high and rich|TRUE
10202340|Rosal vivo hot lady|TRUE
