27|Tonelada teórica|TRUE
28|Kilogramo por metro cuadrado|TRUE
2A|Radián por segundo|TRUE
2B|Radián por segundo cuadrado|TRUE
2C|Roentgen|TRUE
2G|Voltios CA|TRUE
2H|Voltios CD|TRUE
2I|Unidad térmica británica (tabla internacional) por hora|TRUE
2J|Centímetro cúbico por segundo|TRUE
2K|Pie cúbico por hora|TRUE
2L|Pie cúbico por minuto|TRUE
2M|Centímetro por segundo|TRUE
2N|Decibel|TRUE
2P|Kilobyte|TRUE
2Q|Kilobecquerel|TRUE
2R|Kilocurie|TRUE
2U|Megagramo|TRUE
2V|Megagrama por hora|TRUE
2X|Metro por minuto|TRUE
2Y|Milliroentgen|TRUE
2Z|Milivoltio|TRUE
33|Kilopascal por grtr|TRUE
34|Kilopascal por milimetro|TRUE
35|Milimetro por un segundo centimetro cuadrado|TRUE
37|Onza por pie cuadrado|TRUE
38|Onzas por pie cuadrado por 0,01 pulgadas|TRUE
3B|Megajoule|TRUE
3C|Manmonth|TRUE
3E|Libra por libra de producto|TRUE
3G|Libra por pieza de producto|TRUE
3H|Kilogramo por kilogramo de producto|TRUE
3I|Kilogramo por pedazo de producto|TRUE
40|Mililitro por segundo|TRUE
41|Mililitro por minuto|TRUE
4B|Gorra|TRUE
4C|Centistokes|TRUE
4E|Veinte pack|TRUE
4G|Microlitro|TRUE
4H|Micra|TRUE
4K|Miliamperio|TRUE
4L|Megabyte|TRUE
4M|Miligramo por hora|TRUE
4N|Megabequerel|TRUE
4O|Microfaradio|TRUE
4P|Newton por metro|TRUE
4Q|Onza pulgada|TRUE
4R|Onza pie|TRUE
4T|Picofaradio|TRUE
4U|Libra por hora|TRUE
4W|Tonelada (EUA) por hora|TRUE
4X|Kilolitro por hora|TRUE
56|Sitas|TRUE
57|Malla|TRUE
58| kilogramo neto|TRUE
59|Parte por millón|TRUE
5A|Barril por minuto|TRUE
5B|Batch|TRUE
5C|Galón (US) por mil|TRUE
5E|Mmscf/day|TRUE
5F|Libra por mil|TRUE
5G|bomba|TRUE
5H|Escenario|TRUE
5I|Pies cúbicos estándar|TRUE
5J|Caballos de potencia hidráulica|TRUE
5K|Contar por minuto|TRUE
5P|Nivel sísmico|TRUE
5Q|Línea sísmica|TRUE
60|Tanto por ciento en peso|TRUE
61|Parte por mil millones (EUA)|TRUE
74|Milipascal|TRUE
77|Mili-pulgada|TRUE
80|Libra por pulgada cuadrado absoluta|TRUE
81|Henry|TRUE
85|Pie libra-fuerza|TRUE
87|Libra por pie cúbico|TRUE
89|Poise|TRUE
91|Stokes|TRUE
A1|15 ° C calorías|TRUE
A10|Amperio por metro cuadrado por joule segundo|TRUE
A11|Ángstrom|TRUE
A12|Unidad astronómica|TRUE
A13|Attojoule|TRUE
A14|Barn|TRUE
A15|Barn por electrovoltio|TRUE
A16|Barn por electrovoltio |TRUE
A17|Barn por esteroradian|TRUE
A18|Becquerel por kilogramo|TRUE
A19|Becquerel por metro cúbico|TRUE
A2|Amperio por centímetro|TRUE
A20|Unidad térmica británica (tabla internacional) por segundo pie cuadrado grado rankine.|TRUE
A21|Unidad térmica británica (tabla internacional) por libra grado rankine|TRUE
A22|Unidad térmica británica (tabla internacional) por segundo pie grado rankine|TRUE
A23|Unidad térmica británica (tabla internacional) por hora pie cuadrado grado rankine.|TRUE
A24|Candela por metro cuadrado|TRUE
A25|Caballo de vapor|TRUE
A26|Culombio metro|TRUE
A27|Culombio metro cuadrado por voltio|TRUE
A28|Culombio por centímetro cúbico|TRUE
A29|Culombio por metro cúbico|TRUE
A3|Amperio por milímetro|TRUE
A30|Culombio por milimetro cúbico|TRUE
A31|Culombio por kilogramo-segundo|TRUE
A32|Culombio por Mol|TRUE
A33|Culombio por centímetro cuadrado|TRUE
A34|Culombio por metro cuadrado|TRUE
A35|Culombio por milímetro cuadrado|TRUE
A36|Centimetro cúbico por Mol|TRUE
A37|Decimetro cuadrado por Mol|TRUE
A38|Cubic pooulo p|TRUE
A39|Metro cúbico por kilogramo|TRUE
A4|Amperio por centímetro cuadrado|TRUE
A40|Metro cubbico por Mol|TRUE
A41|Amperio por metro cuadrado|TRUE
A42|Curie por kilogramo|TRUE
A43|Tonelaje de peso muerto|TRUE
A44|Decalitro|TRUE
A45|Decámetro|TRUE
A47|Decitex|TRUE
A48|Grado rankine|TRUE
A49|Negador|TRUE
A5|Amperio metro cuadrado|TRUE
A50|Dina segundo por centímetro cúbico|TRUE
A51|Dina segundo por centímetro|TRUE
A52|Dina segundo por centímetro a la quinta potencia|TRUE
A53|Electrónvoltio|TRUE
A54|Electrovoltio por metro|TRUE
A55|Electrovoltio por metro cuadrado|TRUE
A56|Electrovoltio metro cuadrado por kilogramo|TRUE
A57|Ergio|TRUE
A58|Erg por centímetro|TRUE
A59|La cobertura de nubes 8-parte|TRUE
A6|Amperio por metro cuadrado Kelvin cuadrado|TRUE
A60|Erg por centímetro cúbico|TRUE
A61|Erg por gramo|TRUE
A62|Erg por segundo gramo|TRUE
A63|Erg por segundo|TRUE
A64|Erg por segundo centímetro cuadrado|TRUE
A65|Erg por centímetro cuadrado segundo|TRUE
A66|Erg centímetro cuadrado|TRUE
A67|Erg centímetro cuadrado por gramo|TRUE
A68|Exajoule|TRUE
A69|Faradio por metro|TRUE
A7|Amperio por milímetro cuadrado|TRUE
A70|Femtojoule|TRUE
A71|Femtómetro|TRUE
A73|Pie por segundo al cuadrado|TRUE
A74|Pie libra-fuerza por segundo|TRUE
A75|Tonelada de carga|TRUE
A76|Galón|TRUE
A77|Gaussian CGS (Centímetro-Gram-Segundo sistema) unidad de desplazamiento|TRUE
A78|Gaussiano CGS (Centímetro-Gram-Segundo sistema) unidad de corriente eléctrica|TRUE
A79|Gaussian CGS (Centímetro-Gram-Segundo sistema) unidad de carga eléctrica|TRUE
A8|Amperio segundo|TRUE
A80|Gaussiano CGS (Centímetro-Gram-Segundo sistema) unidad de la fuerza del campo eléctrico|TRUE
A81|Gaussian CGS (Centímetro-Gram-Segundo sistema) unidad de polarización eléctrica|TRUE
A82|Gaussiano CGS (Centímetro-Gram-Segundo sistema) unidad de potencial eléctrico|TRUE
A83|Gaussian CGS (Centímetro-Gram-Segundo sistema) unidad de magnetización|TRUE
A84|GigaCulombio por metro cúbico|TRUE
A85|Gigaelectrónvoltio|TRUE
A86|Gigahertz|TRUE
A87|GigaOhm|TRUE
A88|GigaOhm metro|TRUE
A89|Gigapascal|TRUE
A9|Tarífa|TRUE
A90|Gigawatt|TRUE
A91|Grado centesimal|TRUE
A93|Gramo por metro cúbico|TRUE
A94|Gramo por Mol|TRUE
A95|Gray|TRUE
A96|Gray por segundo|TRUE
A97|Hectopascal|TRUE
A98|Henry por metro|TRUE
A99|Bit|TRUE
AA|Balón|TRUE
AB|Paquete a granel|TRUE
ACR|Acre|TRUE
ACT|Actividad|TRUE
AD|Byte|TRUE
AE|Amperio por metro|TRUE
AH|Minuto adicional|TRUE
AI|Minuto y medio por llamada|TRUE
AJ|policía|TRUE
AK|Braza|TRUE
AL|Línea de acceso|TRUE
AMH|Amperio hora|TRUE
AMP|Amperio|TRUE
ANN|Año|TRUE
AP|Libra de aluminio solamente|TRUE
APZ|Onza troy u onza farmacéutica |TRUE
AQ|Unidad del factir anti-hemofilico.|TRUE
AR|supositorio|TRUE
ARE|Are|TRUE
AS|Variedad|TRUE
ASM|Grado alcohólico en masa|TRUE
ASU|Grado alcohólico volumétrico|TRUE
ATM|Atmósfera estándar|TRUE
ATT|Atmósfera técnica|TRUE
AW|Relleno de polvo en viales|TRUE
AWG|Calibre de alambre americano|TRUE
AY|Montaje|TRUE
AZ|Unidad térmica británica (tabla internacional) por libra|TRUE
B0|Btu por pie cúbico|TRUE
B1|Barril (EUA) por día|TRUE
B10|Bits por segundo|TRUE
B11|Joule por kilogramo kelvin|TRUE
B12|Joule por metro|TRUE
B13|Joule por metro cuadrado|TRUE
B14|Joule por metro a la cuarta potencia|TRUE
B15|Juole por Mol|TRUE
B16|Juoule por Mol kelvin|TRUE
B17|Crédito|TRUE
B18|Segundos joule|TRUE
B19|Dígito|TRUE
B2|litera|TRUE
B20|Joule metro cuadrado por kologramo|TRUE
B21|Kelvin por watt|TRUE
B22|Kiloamperio|TRUE
B23|Kiloamperio por metro cuadrado|TRUE
B24|Kiloamperio por metro|TRUE
B25|Kilobecquerel por metrocúbico|TRUE
B26|KiloCulombio|TRUE
B27|KiloCulombio por metro cúbico|TRUE
B28|KiloCulombio por metro cuadrado|TRUE
B29|Kiloelectrónvoltio|TRUE
B3|Libra de bateo|TRUE
B30|Gibibit|TRUE
B31|Kilogramo metro por segundo|TRUE
B32|Kilogramo metro cuadrado|TRUE
B33|Kilogramo metro cuadrado por segundo|TRUE
B34|Kilogramo por decímetro cúbico|TRUE
B35|Kilogramo por litro|TRUE
B36|Calorías (termoquímicas) por gramo|TRUE
B37|Kilogramo de fuerza|TRUE
B38|Kilogramo-metro de la fuerza|TRUE
B39|Kilogramo-fuerza del metro por segundo|TRUE
B4|Barril, unidad imperial|TRUE
B40|Kilogramo de fuerza por metro cuadrado|TRUE
B41|Kilojoule por kelvin|TRUE
B42|Kilojoule por kilogramo|TRUE
B43|Kilojoule por kilogramo kelvin|TRUE
B44|Kilojoule por Mol |TRUE
B45|KiloMol|TRUE
B46|KiloMol por metro cúbico|TRUE
B47|Kilonewton|TRUE
B48|Kilonewton metro|TRUE
B49|KiloOhm|TRUE
B5|palanquilla|TRUE
B50|KiloOhm metro|TRUE
B51|KiloLibra|TRUE
B52|Kilosegundo|TRUE
B53|Kilosiemens|TRUE
B54|Kilosiemens por metro|TRUE
B55|Kilovoltio por metro|TRUE
B56|Kiloweber por metro|TRUE
B57|Año luz|TRUE
B58|Litro por Mol|TRUE
B59|Lumen hora|TRUE
B6|Bollo|TRUE
B60|Lumen por metro cuadrado|TRUE
B61|Luminosidad por watt|TRUE
B62|Lumen segundo|TRUE
B63|Hora de luz|TRUE
B64|Segundo de luz|TRUE
B65|Maxwell|TRUE
B66|Megaamperio por metro cuadrado|TRUE
B67|Megabecquerel por kilogramo|TRUE
B68|Gigabit|TRUE
B69|MegaCulombio por metro cúbico|TRUE
B7|Ciclo|TRUE
B70|MegaCulombio por metro cuadrado|TRUE
B71|Megaelectrónvoltio|TRUE
B72|Megagramo por metro cúbico|TRUE
B73|Meganewton|TRUE
B74|Meganewton metro|TRUE
B75|MegaOhm|TRUE
B76|MegaOhm metro|TRUE
B77|Megasiemens por metro|TRUE
B78|Megavoltio |TRUE
B79|Megavoltio por metro|TRUE
B8|Joule por metro cúbico|TRUE
B80|Gigabit por segundo|TRUE
B81|Reciprocidad del metro cuadrado, reciprocidad del segundo|TRUE
B82|Pulgadas por pie lineal|TRUE
B83|Metro a la cuarta potencia|TRUE
B84|Microamperio|TRUE
B85|Microbar|TRUE
B86|MicroCulombio|TRUE
B87|MicroCulombio por metro cúbico|TRUE
B88|MicroCulombio por metro cuadrado|TRUE
B89|Microfaradio por metro|TRUE
B9|Batt|TRUE
B90|Microhenry|TRUE
B91|Microhenry por metro|TRUE
B92|Micronewton|TRUE
B93|Micronewton metro|TRUE
B94|Micro Ohm|TRUE
B95|MicroOhm metro|TRUE
B96|Micropascal|TRUE
B97|Microrradián|TRUE
B98|Microsegundo|TRUE
B99|Microsiemens|TRUE
BAR|Bar [unidad de presión]|TRUE
BB|Caja base|TRUE
BFT|Tablero de pies|TRUE
BH|Cepillo|TRUE
BHP|Potencia al freno|TRUE
BIL|Billon|TRUE
BLD|Barril seco (EUA)|TRUE
BLL|Barril (EUA)|TRUE
BP|Tabledo de cien pies|TRUE
BPM|Latidos por minuto|TRUE
BQL|Becquerel|TRUE
BTU|Unidad térmica británica (tabla internacional)|TRUE
BUA|Bushel (EUA)|TRUE
BUI|Bushel (UK)|TRUE
BW|Peso base|TRUE
BZ|Millones de BTUs|TRUE
C0|Llamada|TRUE
C1|Libra de producto compuesto (peso total)|TRUE
C10|Milifaradio|TRUE
C11|Miligalón|TRUE
C12|Miligramo por metro|TRUE
C13|MilliGray|TRUE
C14|Milihenry|TRUE
C15|Milijoule|TRUE
C16|Milímetro por segundo|TRUE
C17|Milímetro cuadrado por segundo|TRUE
C18|MiliMol|TRUE
C19|Mol por kilogramo|TRUE
C2|Carset|TRUE
C20|Milinewton|TRUE
C21|Kibibit|TRUE
C22|Milinewton por metro|TRUE
C23|MiliOhm metro|TRUE
C24|Milipascal segundo|TRUE
C25|Milirradián|TRUE
C26|Milisegundo|TRUE
C27|Milisiemens|TRUE
C28|MilliSievert|TRUE
C29|Militesla|TRUE
C3|Microvoltios por metro|TRUE
C30|Milivoltio por metro|TRUE
C31|Miliwatt|TRUE
C32|Miliwatt por metro cuadrado|TRUE
C33|Miliweber|TRUE
C34|Mol|TRUE
C35|Mol por decimetro cúbico|TRUE
C36|Mol por metro cúbico|TRUE
C37|Kilobits|TRUE
C38|Mol por litro|TRUE
C39|Nanoamperio|TRUE
C4|partido de carga|TRUE
C40|NanoCulombio|TRUE
C41|Nanofaradio|TRUE
C42|Nanofaradio por metro|TRUE
C43|Nanohenry|TRUE
C44|Nanohenry por metro|TRUE
C45|Nanómetro|TRUE
C46|NanoOhm metro|TRUE
C47|Nanosegundo|TRUE
C48|Nanotesla|TRUE
C49|Nanowatt|TRUE
C5|Costo|TRUE
C50|Neperio|TRUE
C51|Neperio por segundo|TRUE
C52|Picómetro|TRUE
C53|Newton metro segundo|TRUE
C54|Newton metro cuadrado por kilogramo cuadrado|TRUE
C55|Newton por metro cuadrado|TRUE
C56|Newton por milimetro cuadrado|TRUE
C57|Newton segundo|TRUE
C58|Segundos newton por metro|TRUE
C59|Octava|TRUE
C6|celda|TRUE
C60|Ohm centímetro|TRUE
C61|Ohm metro|TRUE
C62|Uno|TRUE
C63|Pársec|TRUE
C64|Pascal por kelvin|TRUE
C65|Pascal segundo|TRUE
C66|Segundos pascal por metro cúbico|TRUE
C67|Segundos pascal por metro |TRUE
C68|Petajoule|TRUE
C69|Phon|TRUE
C7|Centipoise|TRUE
C70|Picoamperio|TRUE
C71|PicoCulombio|TRUE
C72|Picofaradio por metro|TRUE
C73|Picohenry|TRUE
C74|Kilobits por segundo|TRUE
C75|Picowatt|TRUE
C76|Picowatt  por metro cuadrado|TRUE
C77|Calibre de libra|TRUE
C78|Libra fuerza|TRUE
C79|Kilovoltios horas amperios|TRUE
C8|MilliCulombio por kilogramo|TRUE
C80|Rad|TRUE
C81|Radián|TRUE
C82|Radianmetro cuadrado por Mol|TRUE
C83|Rradian metro cuadrado por kilogramo|TRUE
C84|Radían por metro|TRUE
C85|Reciprocidad Ámstrong|TRUE
C86|Reciprocidad del metro cúbico|TRUE
C87|Reciprocidad metro cúbico por segundo|TRUE
C88|Recíproco joule por metro cúbico|TRUE
C89|Henry recíproco|TRUE
C9|Grupo bobinas|TRUE
C90|Recíproco Henry|TRUE
C91|Recíprocidad de kelvin ó kelvin a la potencia menos 1|TRUE
C92|Reciprocidad Metro|TRUE
C93|Reciprocidad Metro cuadrado|TRUE
C94|Reciprocidad Minuto|TRUE
C95|Reciprocidad Mol|TRUE
C96|Reciprocidad Pascal o pascal a la potencia menos 1 |TRUE
C97|Reciprocidad Segundo|TRUE
C98|Segundo recíproco por metro cúbico|TRUE
C99|Reciprocidad Segundo por metro cuadrado|TRUE
CCT|Capacidad de carga en toneladas métricas|TRUE
CDL|Candela|TRUE
CE|Cada mes|TRUE
CEL|Grados celsius|TRUE
CEN|Centenar|TRUE
CG|Tarjeta|TRUE
CGM|Centígramo|TRUE
CK|Conector|TRUE
CKG|Culombio por kilogramo|TRUE
CLF|Cientos de hojas|TRUE
CLT|Centilitro|TRUE
CMK|Centímetro cuadrado|TRUE
CMQ|Centímetro cúbico|TRUE
CMT|Centímetro|TRUE
CNP|Cientos de paquetes|TRUE
CNT|Cental (UK)|TRUE
COU|Culombio|TRUE
CTG|Contenido en gramos|TRUE
CTM|Quilatage métrico|TRUE
CTN|Tonelada de contenido (métrica)|TRUE
CUR|Curie|TRUE
CWA|Hundred pound|TRUE
CWI|Hundredweight|TRUE
CZ|Combo|TRUE
D03|Kilovatio hora por hora|TRUE
D04|Lot [unidad de peso]|TRUE
D1|Segundo recíproco por estereorradián|TRUE
D10|Siemens por metro|TRUE
D11|Mebibit|TRUE
D12|Siemens metro cuadrado por Mol|TRUE
D13|Sievert|TRUE
D14|Yarda mil lineal|TRUE
D15|Sone|TRUE
D16|Centimetro cuadrado por erg|TRUE
D17|Centimetro cuadrado por esteroradian erg|TRUE
D18|Metro kelvin|TRUE
D19|Metro cuadrado kelvin por watt.|TRUE
D2|Segundo recíproco por estereorradián metro cuadrado|TRUE
D20|Metro cuadrado por joule|TRUE
D21|Metro cuadrado por kilogramo|TRUE
D22|Metro cuadrado por Mol|TRUE
D23|Gramo pluma (proteína)|TRUE
D24|Metro cuadrado por esteroradian|TRUE
D25|Metro cuadrado por esteroradian joule|TRUE
D26|Metro cuadrado por voltiosegundo|TRUE
D27|Estereorradían|TRUE
D28|sifón|TRUE
D29|Terahertz|TRUE
D30|Terajoule|TRUE
D31|Terawatt|TRUE
D32|Terawatt hora |TRUE
D33|Tesla|TRUE
D34|Tex|TRUE
D35|Calorías (termoquímicas)|TRUE
D36|Megabit|TRUE
D37|Calorías (termoquímicas) por gramo de kelvin|TRUE
D38|Calorías (termoquímicas) por segundo centímetro kelvin|TRUE
D39|Calorías (termoquímicas) por segundo centímetro cuadrado kelvin|TRUE
D40|Mil litros|TRUE
D41|Tonelada por metro cúbico|TRUE
D42|Año tropical|TRUE
D43|Unidad de masa atómica unificada|TRUE
D44|Var|TRUE
D45|Voltio cuadrado por kelvin cuadrado|TRUE
D46|Voltioio-amperio|TRUE
D47|Voltio por centímetro|TRUE
D48|Voltio por Kelvin |TRUE
D49|Millivoltio por Kelvin |TRUE
D5|Kilogramo por centímetro cuadrado|TRUE
D50|Voltio por metro|TRUE
D51|Voltio por milímetro|TRUE
D52|Watt por kelvin|TRUE
D53|Watt por metro kelvin|TRUE
D54|Watt por metro cuadrado|TRUE
D55|Watt por metro cuadrado kelvin|TRUE
D56|Watt por metro cuadrado kelvin a la cuarta potencia|TRUE
D57|Watt por estereorradián|TRUE
D58|Watt por estereorradián metro cuadrado|TRUE
D59|Weber por metro|TRUE
D6|Roentgen por segundo|TRUE
D60|Weber por milímetro|TRUE
D61|Minuto [unidad de ángulo]|TRUE
D62|Segundo [unidad de ángulo]|TRUE
D63|Libro|TRUE
D64|bloquear|TRUE
D65|Redondo|TRUE
D66|casete|TRUE
D67|Dólar por hora|TRUE
D68|Número de palabras|TRUE
D69|Pulgada a la cuarta potencia|TRUE
D7|Sandwich|TRUE
D70|Calorías (tabla internacional)|TRUE
D71|Calorías (tabla internacional) por segundo centímetro kelvin|TRUE
D72|Calorías (tabla internacional) por segundo centímetro cuadrado kelvin|TRUE
D73|Joule metro cuadrado|TRUE
D74|Kilogramo por Mol|TRUE
D75|Calorías (tabla internacional) por gramo|TRUE
D76|Calorías (tabla internacional) por gramo de kelvin|TRUE
D77|MegaCulombio|TRUE
D78|Megajoule por segundo|TRUE
D79|Viga|TRUE
D8|Draize score|TRUE
D80|Microwatt|TRUE
D81|Microtesla|TRUE
D82|Microvoltio|TRUE
D83|Milinewton metro|TRUE
D85|Microwatt por metro cuadrado|TRUE
D86|MiliCulombio|TRUE
D87|MiliMol por kilogramo|TRUE
D88|MiliCulombio por metro cúbico|TRUE
D89|MiliCulombio por metro cuadrado|TRUE
D9|Dina por centímetro cuadrado|TRUE
D90|Metro cúbico (neta)|TRUE
D91|Rem|TRUE
D92|banda|TRUE
D93|Segundo por metro cúbico|TRUE
D94|Segundo por metro cúbico Radian|TRUE
D95|Joule por gramo|TRUE
D96|Libra bruta|TRUE
D98|Libra masiva|TRUE
D99|manga|TRUE
DAA|Decar|TRUE
DAD|Decena de días|TRUE
DAY|Día|TRUE
DB|Libra seca|TRUE
DC|Disco (disco)|TRUE
DD|Grado [unidad de ángulo]|TRUE
DE|Acuerdo|TRUE
DEC|Década|TRUE
DG|Decigramo|TRUE
DI|dispensador|TRUE
DJ|Decagramo|TRUE
DLT|Decilitro|TRUE
DMA|Decámetro cúbico|TRUE
DMK|Decímetro cuadrado |TRUE
DMO|Kiloliter norma|TRUE
DMQ|Decímetro cúbico|TRUE
DMT|Decímetro|TRUE
DN|Decinewton metro|TRUE
DPC|Docenas de piezas|TRUE
DPR|Docenas de pares|TRUE
DPT|Peso de desplazamiento|TRUE
DQ|registro de datos|TRUE
DRA|Dram (EUA)|TRUE
DRI|Dram (UK)|TRUE
DRL|Docena de rodillos|TRUE
DRM|Drachm (UK)|TRUE
DS|monitor|TRUE
DT|Tonelada seca|TRUE
DTN|Decitonelada métrica|TRUE
DU|dina|TRUE
DWT|Pennyweight|TRUE
Dx|Dina por centímetro|TRUE
DY|Libro de directorio|TRUE
DZN|Docena|TRUE
DZP|Docena de paquete|TRUE
E01|Newton por centímetro cuadrado|TRUE
E07|Megawatt hora por hora|TRUE
E08|Megavatios por hertz|TRUE
E09|Miliamperio hora|TRUE
E10|Día de grado|TRUE
E11|Gigacalorie|TRUE
E12|Mille|TRUE
E14|Kilocaloría (tabla internacional)|TRUE
E15|Kilocaloría (termoquímica) por hora|TRUE
E16|Millón de btu (ti) por hora|TRUE
E17|Pie cúbico por segundo|TRUE
E18|Tonelada por hora|TRUE
E19|Ping|TRUE
E20|Megabit por segundo|TRUE
E21|Shares|TRUE
E22|Tue|TRUE
E23|Neumático|TRUE
E25|Unidad activa|TRUE
E27|Dosis|TRUE
E28|Tonelada seca de aire|TRUE
E3|remolque|TRUE
E30|Hebra|TRUE
E31|Metro cuadrado por litro|TRUE
E32|Litros por hora|TRUE
E33|Por mil pies|TRUE
E34|Gigabyte|TRUE
E35|Terabyte|TRUE
E36|Petabyte|TRUE
E37|Pixel|TRUE
E38|Megapíxeles|TRUE
E39|Puntos por pulgada|TRUE
E4|Kilo bruto|TRUE
E40|Parte por cien mil|TRUE
E41|Kilogramo-fuerza por milímetro cuadrado|TRUE
E42|Kilogramo-fuerza por centímetro cuadrado|TRUE
E43|Joule por centímetro cuadrado|TRUE
E44|Metros kilogramo-fuerza por centímetro cuadrado|TRUE
E45|MiliOhm|TRUE
E46|Kilovatio hora por metro cúbico|TRUE
E47|Kilovatio hora por kelvin|TRUE
E48|Unidad de servicio|TRUE
E49|Día de trabajo|TRUE
E5|Tonelada métrica larga|TRUE
E50|Unidad de cuenta|TRUE
E51|Trabajo|TRUE
E52|Run foot|TRUE
E53|Prueba|TRUE
E54|Viaje|TRUE
E55|Utilizar|TRUE
E56|Bien|TRUE
E57|Zona|TRUE
E58|Exabit por segundo|TRUE
E59|Exbibyte|TRUE
E60|Pebibyte|TRUE
E61|Tebibyte|TRUE
E62|Gibibyte|TRUE
E63|Mebibyte|TRUE
E64|Kibibyte|TRUE
E65|Exbibit por metro|TRUE
E66|Exbibit por metro cuadrado|TRUE
E67|Exbibit por metro cúbico|TRUE
E68|Gigabyte por segundo|TRUE
E69|Gibibit por metro|TRUE
E70|Gibibit por metro cuadrado|TRUE
E71|Gibibit por metro cúbico|TRUE
E72|Kibibit por metro|TRUE
E73|Kibibit por metro cuadrado|TRUE
E74|Kikibit por metro cúbico.|TRUE
E75|Mebbit por metro.|TRUE
E76|Mebbitt por metro cuadrado.|TRUE
E77|Mebbit por metro cúbico. |TRUE
E78|Petabit|TRUE
E79|Pebibit por segundo.|TRUE
E80|Pebibit por metro.|TRUE
E81|Pebibit por metro cuadrado.|TRUE
E82|Pebibit por metro cúbico.|TRUE
E83|Tebibit.|TRUE
E84|Tebibit por segundo|TRUE
E85|Tebibit por metro.|TRUE
E86|Tebibit por metro cúbico.|TRUE
E87|Tebibit por metro cuadrado|TRUE
E88|Bit por metro|TRUE
E89|Bit por metro cuadrado|TRUE
E90|Centímetro recíproco|TRUE
E91|Día recíproco|TRUE
E92|Decímetro cúbico por hora|TRUE
E93|Kilogramo por hora|TRUE
E94|KiloMol por segundo|TRUE
E95|Mol por segundo|TRUE
E96|Grado por segundo|TRUE
E97|Mililitro por gadro celsius metro|TRUE
E98|Grado celsius por kelvin|TRUE
E99|Hectopascal por bar|TRUE
EA|Elemento|TRUE
EB|Casilla de correo electrónico|TRUE
EP|Paquete de once|TRUE
EQ|Galón equivalente|TRUE
F01|Bit por metro cúbico|TRUE
F02|Kelvin por kelvin|TRUE
F03|Kilopascal por bar|TRUE
F04|Milibar por bar|TRUE
F05|Megapascal por bar|TRUE
F06|Poise por bar|TRUE
F07|Pascal por bar|TRUE
F08|Miliamperio por pulgada|TRUE
F1|Mil pies cúbicos por día|TRUE
F10|Kelvin por hora|TRUE
F11|Kelvin por minuto|TRUE
F12|Kelvin por segundo|TRUE
F13|Slug|TRUE
F14|Gramo por kelvin|TRUE
F15|Kilogramo por kelvin|TRUE
F16|Miligramo por kelvin|TRUE
F17|Libra fuerza por pie|TRUE
F18|Kilogramo centímetro cuadrado|TRUE
F19|Kilogramo milimetro cuadrado|TRUE
F20|Libra pulgada cuadrada|TRUE
F21|Libra fuerza pulgada|TRUE
F22|Libra fuerza por pie entre amperio|TRUE
F23|Gramo por decímetro cúbico|TRUE
F24|Kilogramo por kiloMol|TRUE
F25|Gramo por hertz|TRUE
F26|Gramo por día|TRUE
F27|Gramo por hora|TRUE
F28|Gramo por minuto|TRUE
F29|Gramo por segundo|TRUE
F30|Kilogramo por día|TRUE
